date,channel,campaign_id,spend_usd,impressions,clicks
2025-10-03,Meta_Retargeting,Meta_Retargeting_30d,3434.0207224859687,85944,1547
2025-10-03,Meta_Retargeting,Meta_Retargeting_7d,2291.64384517926,58000,1044
2025-10-03,Partner_Embedded,Partner_Embedded_Accounting,910.9069557874394,0,0
2025-10-03,Partner_Embedded,Partner_Embedded_Formation,1010.1821831380516,0,0
2025-10-03,Partner_Embedded,Partner_Embedded_Payroll,779.2819346793793,0,0
2025-10-03,TikTok_Prospecting,TikTok_Prospecting_Construction,2452.1247450466212,126100,1261
2025-10-03,TikTok_Prospecting,TikTok_Prospecting_Generic,1687.7546428022188,92600,926
2025-10-03,TikTok_Prospecting,TikTok_Prospecting_Healthcare,1347.2240835434982,68100,681
2025-10-03,TikTok_Prospecting,TikTok_Prospecting_Professional,1125.1640463243941,56500,565
2025-10-03,TikTok_Prospecting,TikTok_Prospecting_Restaurants,2279.3071054673505,114900,1149
2025-10-03,TikTok_Prospecting,TikTok_Prospecting_Retail,1313.3496709721933,65900,659
2025-10-03,TikTok_Prospecting,TikTok_Prospecting_Trucking,1392.620706629467,69500,695
2025-10-03,TikTok_Retargeting,TikTok_Retargeting_30d,2445.9044383633013,110692,1439
2025-10-03,TikTok_Retargeting,TikTok_Retargeting_7d,2520.256032354932,115615,1503
2025-10-04,Google_Search_Brand,Google_Search_Brand_Competitor,1640.1833257322075,7818,430
2025-10-04,Google_Search_Brand,Google_Search_Brand_Core,2375.116135373968,11545,635
2025-10-04,Google_Search_Brand,Google_Search_Brand_Local,2772.1528442978474,13072,719
2025-10-04,Google_Search_NonBrand,Google_Search_NonBrand_Construction,1912.3575317847096,7200,288
2025-10-04,Google_Search_NonBrand,Google_Search_NonBrand_Generic,4686.634467011541,18150,726
2025-10-04,Google_Search_NonBrand,Google_Search_NonBrand_Healthcare,2404.258935647799,9825,393
2025-10-04,Google_Search_NonBrand,Google_Search_NonBrand_Professional,2592.716525866198,10400,416
2025-10-04,Google_Search_NonBrand,Google_Search_NonBrand_Restaurants,1752.4209382025751,7200,288
2025-10-04,Google_Search_NonBrand,Google_Search_NonBrand_Retail,2609.443405593997,9275,371
2025-10-04,Google_Search_NonBrand,Google_Search_NonBrand_Trucking,2151.2698522321625,7700,308
2025-10-04,Meta_Prospecting,Meta_Prospecting_Construction,1892.1315814599943,60500,726
2025-10-04,Meta_Prospecting,Meta_Prospecting_Generic,2273.927035813615,72000,864
2025-10-04,Meta_Prospecting,Meta_Prospecting_Healthcare,2756.963328978329,84083,1009
2025-10-04,Meta_Prospecting,Meta_Prospecting_Professional,1727.995561326157,56916,683
2025-10-04,Meta_Prospecting,Meta_Prospecting_Restaurants,2295.8191943681627,76500,918
2025-10-04,Meta_Prospecting,Meta_Prospecting_Retail,2530.242383045628,81333,976
2025-10-04,Meta_Prospecting,Meta_Prospecting_Trucking,2501.537750883965,83416,1001
2025-10-04,Meta_Retargeting,Meta_Retargeting_30d,2349.9655176049987,61055,1099
2025-10-04,Meta_Retargeting,Meta_Retargeting_7d,3781.4068601862227,100000,1800
2025-10-04,Partner_Embedded,Partner_Embedded_Accounting,825.44420572854,0,0
2025-10-04,Partner_Embedded,Partner_Embedded_Formation,721.9403901875361,0,0
2025-10-04,Partner_Embedded,Partner_Embedded_Payroll,722.8422689551708,0,0
2025-10-04,TikTok_Prospecting,TikTok_Prospecting_Construction,978.4054182798367,52200,522
2025-10-04,TikTok_Prospecting,TikTok_Prospecting_Generic,1628.4993101794457,83500,835
2025-10-04,TikTok_Prospecting,TikTok_Prospecting_Healthcare,1268.7638319755708,66200,662
2025-10-04,TikTok_Prospecting,TikTok_Prospecting_Professional,1733.2639946557076,92100,921
2025-10-04,TikTok_Prospecting,TikTok_Prospecting_Restaurants,1544.626172691386,81900,819
2025-10-04,TikTok_Prospecting,TikTok_Prospecting_Retail,1248.6283076250766,67800,678
2025-10-04,TikTok_Prospecting,TikTok_Prospecting_Trucking,1341.3552632289245,66900,669
2025-10-04,TikTok_Retargeting,TikTok_Retargeting_30d,1908.6322538485565,84538,1099
2025-10-04,TikTok_Retargeting,TikTok_Retargeting_7d,2206.102948838684,98461,1280
2025-10-05,Google_Search_Brand,Google_Search_Brand_Competitor,1010.3136283240383,5236,288
2025-10-05,Google_Search_Brand,Google_Search_Brand_Core,2872.853716969221,14181,780
2025-10-05,Google_Search_Brand,Google_Search_Brand_Local,2019.0621225583582,9854,542
2025-10-05,Google_Search_NonBrand,Google_Search_NonBrand_Construction,3351.6909513937767,12975,519
2025-10-05,Google_Search_NonBrand,Google_Search_NonBrand_Generic,3565.7653373334083,13600,544
2025-10-05,Google_Search_NonBrand,Google_Search_NonBrand_Healthcare,1550.8165658715955,5900,236
2025-10-05,Google_Search_NonBrand,Google_Search_NonBrand_Professional,2198.5777432536825,7825,313
2025-10-05,Google_Search_NonBrand,Google_Search_NonBrand_Restaurants,2434.3447921834777,9325,373
2025-10-05,Google_Search_NonBrand,Google_Search_NonBrand_Retail,3226.3170058483524,11650,466
2025-10-05,Google_Search_NonBrand,Google_Search_NonBrand_Trucking,2064.062721422752,8400,336
2025-10-05,Meta_Prospecting,Meta_Prospecting_Construction,1724.8666476917992,52666,632
2025-10-05,Meta_Prospecting,Meta_Prospecting_Generic,2985.2183273616884,99916,1199
2025-10-05,Meta_Prospecting,Meta_Prospecting_Healthcare,2701.0009639704913,89583,1075
2025-10-05,Meta_Prospecting,Meta_Prospecting_Professional,1420.1630772683657,47833,574
2025-10-05,Meta_Prospecting,Meta_Prospecting_Restaurants,2525.5280671866303,85166,1022
2025-10-05,Meta_Prospecting,Meta_Prospecting_Retail,1924.869858629856,62416,749
2025-10-05,Meta_Prospecting,Meta_Prospecting_Trucking,2481.036787917793,84250,1011
2025-10-05,Meta_Retargeting,Meta_Retargeting_30d,4418.494049406669,112500,2025
2025-10-05,Meta_Retargeting,Meta_Retargeting_7d,2598.771052417845,63055,1135
2025-10-05,Partner_Embedded,Partner_Embedded_Accounting,607.0784035314501,0,0
2025-10-05,Partner_Embedded,Partner_Embedded_Formation,981.55028567321,0,0
2025-10-05,Partner_Embedded,Partner_Embedded_Payroll,780.6452762012937,0,0
2025-10-05,TikTok_Prospecting,TikTok_Prospecting_Construction,1058.07343533257,56400,564
2025-10-05,TikTok_Prospecting,TikTok_Prospecting_Generic,1196.828787131325,64800,648
2025-10-05,TikTok_Prospecting,TikTok_Prospecting_Healthcare,1510.9816164932715,80700,807
2025-10-05,TikTok_Prospecting,TikTok_Prospecting_Professional,1103.672027731668,58600,586
2025-10-05,TikTok_Prospecting,TikTok_Prospecting_Restaurants,892.0955153318793,48300,483
2025-10-05,TikTok_Prospecting,TikTok_Prospecting_Retail,994.7177349077685,52100,521
2025-10-05,TikTok_Prospecting,TikTok_Prospecting_Trucking,1609.815098107512,83000,830
2025-10-05,TikTok_Retargeting,TikTok_Retargeting_30d,2931.574952118307,128307,1668
2025-10-05,TikTok_Retargeting,TikTok_Retargeting_7d,1981.0577974716307,89692,1166
2025-10-06,Google_Search_Brand,Google_Search_Brand_Competitor,2208.426050088957,10581,582
2025-10-06,Google_Search_Brand,Google_Search_Brand_Core,4487.302443621027,22345,1229
2025-10-06,Google_Search_Brand,Google_Search_Brand_Local,2494.407449000332,12454,685
2025-10-06,Google_Search_NonBrand,Google_Search_NonBrand_Construction,2338.3559399212554,8575,343
2025-10-06,Google_Search_NonBrand,Google_Search_NonBrand_Generic,3756.093460773115,14675,587
2025-10-06,Google_Search_NonBrand,Google_Search_NonBrand_Healthcare,2884.567743346091,10875,435
2025-10-06,Google_Search_NonBrand,Google_Search_NonBrand_Professional,2682.366251510731,10550,422
2025-10-06,Google_Search_NonBrand,Google_Search_NonBrand_Restaurants,2178.081113257108,8350,334
2025-10-06,Google_Search_NonBrand,Google_Search_NonBrand_Retail,2264.3041995243652,8800,352
2025-10-06,Google_Search_NonBrand,Google_Search_NonBrand_Trucking,2645.8058105290083,10250,410
2025-10-06,Meta_Prospecting,Meta_Prospecting_Construction,2805.663661068258,88083,1057
2025-10-06,Meta_Prospecting,Meta_Prospecting_Generic,3580.3132368897336,109083,1309
2025-10-06,Meta_Prospecting,Meta_Prospecting_Healthcare,4688.492074921587,153250,1839
2025-10-06,Meta_Prospecting,Meta_Prospecting_Professional,3600.1402964720755,111750,1341
2025-10-06,Meta_Prospecting,Meta_Prospecting_Restaurants,2369.879226592418,74583,895
2025-10-06,Meta_Prospecting,Meta_Prospecting_Retail,2353.9750656783044,78166,938
2025-10-06,Meta_Prospecting,Meta_Prospecting_Trucking,1758.359715190453,55500,666
2025-10-06,Meta_Retargeting,Meta_Retargeting_30d,4018.710267026208,101666,1830
2025-10-06,Meta_Retargeting,Meta_Retargeting_7d,4403.3327886908955,112722,2029
2025-10-06,Partner_Embedded,Partner_Embedded_Accounting,1113.7353419602357,0,0
2025-10-06,Partner_Embedded,Partner_Embedded_Formation,725.3312136960527,0,0
2025-10-06,Partner_Embedded,Partner_Embedded_Payroll,982.0178325902962,0,0
2025-10-06,TikTok_Prospecting,TikTok_Prospecting_Construction,2010.9137035621955,101800,1018
2025-10-06,TikTok_Prospecting,TikTok_Prospecting_Generic,1454.8046054581603,77000,770
2025-10-06,TikTok_Prospecting,TikTok_Prospecting_Healthcare,1918.6010079743603,100900,1009
2025-10-06,TikTok_Prospecting,TikTok_Prospecting_Professional,1138.1027135761608,63800,638
2025-10-06,TikTok_Prospecting,TikTok_Prospecting_Restaurants,1289.1836461578785,63400,634
2025-10-06,TikTok_Prospecting,TikTok_Prospecting_Retail,1536.0286999567302,80600,806
2025-10-06,TikTok_Prospecting,TikTok_Prospecting_Trucking,973.5591903196371,49800,498
2025-10-06,TikTok_Retargeting,TikTok_Retargeting_30d,2141.848432042645,98307,1278
2025-10-06,TikTok_Retargeting,TikTok_Retargeting_7d,1469.4068677776797,69076,898
2025-10-07,Google_Search_Brand,Google_Search_Brand_Competitor,1557.0145606659798,7581,417
2025-10-07,Google_Search_Brand,Google_Search_Brand_Core,2183.4720376031737,10709,589
2025-10-07,Google_Search_Brand,Google_Search_Brand_Local,2102.961379959684,10727,590
2025-10-07,Google_Search_NonBrand,Google_Search_NonBrand_Construction,3101.5276931658655,12575,503
2025-10-07,Google_Search_NonBrand,Google_Search_NonBrand_Generic,4078.700136006709,16400,656
2025-10-07,Google_Search_NonBrand,Google_Search_NonBrand_Healthcare,3464.760332787981,13250,530
2025-10-07,Google_Search_NonBrand,Google_Search_NonBrand_Professional,2306.1765172040323,8725,349
2025-10-07,Google_Search_NonBrand,Google_Search_NonBrand_Restaurants,2667.1740123962795,10375,415
2025-10-07,Google_Search_NonBrand,Google_Search_NonBrand_Retail,2109.96708374953,8100,324
2025-10-07,Google_Search_NonBrand,Google_Search_NonBrand_Trucking,2917.058684505509,10650,426
2025-10-07,Meta_Prospecting,Meta_Prospecting_Construction,3060.585933436181,100083,1201
2025-10-07,Meta_Prospecting,Meta_Prospecting_Generic,2300.76551511913,75916,911
2025-10-07,Meta_Prospecting,Meta_Prospecting_Healthcare,2188.268024146424,72666,872
2025-10-07,Meta_Prospecting,Meta_Prospecting_Professional,1693.9574391519131,54250,651
2025-10-07,Meta_Prospecting,Meta_Prospecting_Restaurants,2076.4120068161287,67583,811
2025-10-07,Meta_Prospecting,Meta_Prospecting_Retail,1885.9160675975747,59000,708
2025-10-07,Meta_Prospecting,Meta_Prospecting_Trucking,2719.4296979334076,89666,1076
2025-10-07,Meta_Retargeting,Meta_Retargeting_30d,4157.4864865442105,106500,1917
2025-10-07,Meta_Retargeting,Meta_Retargeting_7d,2572.0219085971175,60555,1090
2025-10-07,Partner_Embedded,Partner_Embedded_Accounting,605.5241860453592,0,0
2025-10-07,Partner_Embedded,Partner_Embedded_Formation,1088.5225523891506,0,0
2025-10-07,Partner_Embedded,Partner_Embedded_Payroll,900.7804947454771,0,0
2025-10-07,TikTok_Prospecting,TikTok_Prospecting_Construction,1529.6733930273424,78200,782
2025-10-07,TikTok_Prospecting,TikTok_Prospecting_Generic,1412.4346878865379,76300,763
2025-10-07,TikTok_Prospecting,TikTok_Prospecting_Healthcare,1332.4536864108911,68300,683
2025-10-07,TikTok_Prospecting,TikTok_Prospecting_Professional,1110.151619854743,61300,613
2025-10-07,TikTok_Prospecting,TikTok_Prospecting_Restaurants,1289.7907658406561,69200,692
2025-10-07,TikTok_Prospecting,TikTok_Prospecting_Retail,1260.2120831969296,70100,701
2025-10-07,TikTok_Prospecting,TikTok_Prospecting_Trucking,2723.656017164981,141100,1411
2025-10-07,TikTok_Retargeting,TikTok_Retargeting_30d,1541.6826671157892,68384,889
2025-10-07,TikTok_Retargeting,TikTok_Retargeting_7d,1695.7563328621584,72692,945
2025-10-08,Google_Search_Brand,Google_Search_Brand_Competitor,4063.8322669894073,19545,1075
2025-10-08,Google_Search_Brand,Google_Search_Brand_Core,2256.3321439419174,10563,581
2025-10-08,Google_Search_Brand,Google_Search_Brand_Local,2148.444051869636,10200,561
2025-10-08,Google_Search_NonBrand,Google_Search_NonBrand_Construction,2757.2866840559655,10400,416
2025-10-08,Google_Search_NonBrand,Google_Search_NonBrand_Generic,3600.9925892194738,14825,593
2025-10-08,Google_Search_NonBrand,Google_Search_NonBrand_Healthcare,3504.3368565017918,13725,549
2025-10-08,Google_Search_NonBrand,Google_Search_NonBrand_Professional,2821.85184408043,10425,417
2025-10-08,Google_Search_NonBrand,Google_Search_NonBrand_Restaurants,3335.441604849048,13050,522
2025-10-08,Google_Search_NonBrand,Google_Search_NonBrand_Retail,2656.056139036406,10275,411
2025-10-08,Google_Search_NonBrand,Google_Search_NonBrand_Trucking,3248.869218498279,12550,502
2025-10-08,Meta_Prospecting,Meta_Prospecting_Construction,2258.714883956957,74583,895
2025-10-08,Meta_Prospecting,Meta_Prospecting_Generic,4200.737341692463,136333,1636
2025-10-08,Meta_Prospecting,Meta_Prospecting_Healthcare,2036.4706367809706,65333,784
2025-10-08,Meta_Prospecting,Meta_Prospecting_Professional,3247.939098872301,111750,1341
2025-10-08,Meta_Prospecting,Meta_Prospecting_Restaurants,3119.609047826475,95666,1148
2025-10-08,Meta_Prospecting,Meta_Prospecting_Retail,2302.081759844447,73833,886
2025-10-08,Meta_Prospecting,Meta_Prospecting_Trucking,2105.1846331563115,65583,787
2025-10-08,Meta_Retargeting,Meta_Retargeting_30d,5095.638914783185,130222,2344
2025-10-08,Meta_Retargeting,Meta_Retargeting_7d,3687.0493019817877,89888,1618
2025-10-08,Partner_Embedded,Partner_Embedded_Accounting,1133.6573235089525,0,0
2025-10-08,Partner_Embedded,Partner_Embedded_Formation,970.9667053984962,0,0
2025-10-08,Partner_Embedded,Partner_Embedded_Payroll,1000.5432076105525,0,0
2025-10-08,TikTok_Prospecting,TikTok_Prospecting_Construction,1435.0955260028409,71600,716
2025-10-08,TikTok_Prospecting,TikTok_Prospecting_Generic,1986.9522065300798,103600,1036
2025-10-08,TikTok_Prospecting,TikTok_Prospecting_Healthcare,2074.9516044789366,107600,1076
2025-10-08,TikTok_Prospecting,TikTok_Prospecting_Professional,1115.2438083162965,56900,569
2025-10-08,TikTok_Prospecting,TikTok_Prospecting_Restaurants,1435.656090848426,75600,756
2025-10-08,TikTok_Prospecting,TikTok_Prospecting_Retail,974.1145510449521,50800,508
2025-10-08,TikTok_Prospecting,TikTok_Prospecting_Trucking,814.2064282631721,42700,427
2025-10-08,TikTok_Retargeting,TikTok_Retargeting_30d,2272.87249675547,96230,1251
2025-10-08,TikTok_Retargeting,TikTok_Retargeting_7d,1684.4441634915736,75923,987
2025-10-09,Google_Search_Brand,Google_Search_Brand_Competitor,2626.6320513899514,12890,709
2025-10-09,Google_Search_Brand,Google_Search_Brand_Core,4286.045098376697,20363,1120
2025-10-09,Google_Search_Brand,Google_Search_Brand_Local,3451.209333560831,16218,892
2025-10-09,Google_Search_NonBrand,Google_Search_NonBrand_Construction,3699.607169324027,14350,574
2025-10-09,Google_Search_NonBrand,Google_Search_NonBrand_Generic,4228.570198705247,15350,614
2025-10-09,Google_Search_NonBrand,Google_Search_NonBrand_Healthcare,3566.3587782631325,14275,571
2025-10-09,Google_Search_NonBrand,Google_Search_NonBrand_Professional,2672.392445422775,10200,408
2025-10-09,Google_Search_NonBrand,Google_Search_NonBrand_Restaurants,1809.1035430649779,7100,284
2025-10-09,Google_Search_NonBrand,Google_Search_NonBrand_Retail,2624.4231512804263,10700,428
2025-10-09,Google_Search_NonBrand,Google_Search_NonBrand_Trucking,4500.022490559463,17050,682
2025-10-09,Meta_Prospecting,Meta_Prospecting_Construction,1947.680964485193,60000,720
2025-10-09,Meta_Prospecting,Meta_Prospecting_Generic,4305.895350751261,133500,1602
2025-10-09,Meta_Prospecting,Meta_Prospecting_Healthcare,2482.6737368422587,80250,963
2025-10-09,Meta_Prospecting,Meta_Prospecting_Professional,2465.129370526641,73250,879
2025-10-09,Meta_Prospecting,Meta_Prospecting_Restaurants,1848.4440465453954,56333,676
2025-10-09,Meta_Prospecting,Meta_Prospecting_Retail,2588.4528784888703,83250,999
2025-10-09,Meta_Prospecting,Meta_Prospecting_Trucking,2909.0096945940336,94583,1135
2025-10-09,Meta_Retargeting,Meta_Retargeting_30d,2989.6817600222826,74888,1348
2025-10-09,Meta_Retargeting,Meta_Retargeting_7d,5065.9965193765,125944,2267
2025-10-09,Partner_Embedded,Partner_Embedded_Accounting,848.7891288496679,0,0
2025-10-09,Partner_Embedded,Partner_Embedded_Formation,704.0273580519723,0,0
2025-10-09,Partner_Embedded,Partner_Embedded_Payroll,1379.0111425756968,0,0
2025-10-09,TikTok_Prospecting,TikTok_Prospecting_Construction,1055.0536765420563,55000,550
2025-10-09,TikTok_Prospecting,TikTok_Prospecting_Generic,2384.04219498019,126100,1261
2025-10-09,TikTok_Prospecting,TikTok_Prospecting_Healthcare,1076.9395143953382,56500,565
2025-10-09,TikTok_Prospecting,TikTok_Prospecting_Professional,1302.316977628076,69900,699
2025-10-09,TikTok_Prospecting,TikTok_Prospecting_Restaurants,1369.0571650674658,74600,746
2025-10-09,TikTok_Prospecting,TikTok_Prospecting_Retail,1269.5387915268982,62700,627
2025-10-09,TikTok_Prospecting,TikTok_Prospecting_Trucking,1083.0551210084318,54500,545
2025-10-09,TikTok_Retargeting,TikTok_Retargeting_30d,3034.429165902436,139538,1814
2025-10-09,TikTok_Retargeting,TikTok_Retargeting_7d,2256.3610314678385,101153,1315
2025-10-10,Google_Search_Brand,Google_Search_Brand_Competitor,1380.2078899168464,7436,409
2025-10-10,Google_Search_Brand,Google_Search_Brand_Core,3146.9836037705727,14472,796
2025-10-10,Google_Search_Brand,Google_Search_Brand_Local,1561.8969591329094,7763,427
2025-10-10,Google_Search_NonBrand,Google_Search_NonBrand_Construction,4115.093744635677,16300,652
2025-10-10,Google_Search_NonBrand,Google_Search_NonBrand_Generic,2863.0539552283753,11500,460
2025-10-10,Google_Search_NonBrand,Google_Search_NonBrand_Healthcare,3614.453375645925,13700,548
2025-10-10,Google_Search_NonBrand,Google_Search_NonBrand_Professional,6375.762641889785,24700,988
2025-10-10,Google_Search_NonBrand,Google_Search_NonBrand_Restaurants,4636.943161183163,17600,704
2025-10-10,Google_Search_NonBrand,Google_Search_NonBrand_Retail,2813.60233404211,10650,426
2025-10-10,Google_Search_NonBrand,Google_Search_NonBrand_Trucking,3669.4425680548743,15275,611
2025-10-10,Meta_Prospecting,Meta_Prospecting_Construction,2312.3661815641303,73916,887
2025-10-10,Meta_Prospecting,Meta_Prospecting_Generic,2583.0019631547543,80333,964
2025-10-10,Meta_Prospecting,Meta_Prospecting_Healthcare,3494.68800642468,112500,1350
2025-10-10,Meta_Prospecting,Meta_Prospecting_Professional,2552.127781268846,80166,962
2025-10-10,Meta_Prospecting,Meta_Prospecting_Restaurants,2744.8414937054963,87833,1054
2025-10-10,Meta_Prospecting,Meta_Prospecting_Retail,2600.640733360931,83333,1000
2025-10-10,Meta_Prospecting,Meta_Prospecting_Trucking,2542.153723433889,76666,920
2025-10-10,Meta_Retargeting,Meta_Retargeting_30d,3539.531936191001,87722,1579
2025-10-10,Meta_Retargeting,Meta_Retargeting_7d,2560.220629432012,65277,1175
2025-10-10,Partner_Embedded,Partner_Embedded_Accounting,894.560430383436,0,0
2025-10-10,Partner_Embedded,Partner_Embedded_Formation,1494.140086776328,0,0
2025-10-10,Partner_Embedded,Partner_Embedded_Payroll,895.3573810495882,0,0
